CITY.NAME,Year,Population,Levy.Rate,Adjusted.Amount,CITY.SIZE
CLIO,2016,79,8.1,1692718.682,RURAL
CLIVE,2016,17256,9.98951,1172769430,NANO- and MICROPOLITAN
CLUTIER,2016,208,11.08407,3804005.143,RURAL
COBURG,2016,40,12.78028,556249.8628,RURAL
COGGON,2016,671,12.78377,15118451.54,RURAL
COIN,2016,179,13.40885,2340829.112,RURAL
COLESBURG,2016,387,8.94881,8307954.05,RURAL
COLFAX,2016,2055,15.88781,40410315.08,RURAL PLUS
COLLEGE SPRINGS,2016,207,15.14342,2276147.057,RURAL
COLLINS,2016,482,12.33016,8809610.665,RURAL
COLO,2016,855,11.75698,20063262.51,RURAL PLUS
COLUMBUS CITY,2016,381,9.5143,4715197.79,RURAL
COLUMBUS JUNCTION,2016,1866,11.53319,30058110.36,RURAL PLUS
COLWELL,2016,70,10.86946,1111498.747,RURAL
CONESVILLE,2016,430,8.99336,4141103.664,RURAL
CONRAD,2016,1080,11.18512,32740281.53,RURAL PLUS
CONWAY,2016,41,13.81362,224550.5059,RURAL
COON RAPIDS,2016,1263,12.91435,32504073.62,RURAL PLUS
COPPOCK,2016,46,7.77391,411108.8764,RURAL
CORALVILLE,2016,20328,13.52771,1360228089,NANO- and MICROPOLITAN
CORNING,2016,1478,19.39724,30727316.11,RURAL PLUS
CORRECTIONVILLE,2016,807,13.72541,14742178.91,RURAL PLUS
CORWITH,2016,262,14.72867,6963394.783,RURAL
CORYDON,2016,1595,15.07734,26918668.06,RURAL PLUS
COTTER,2016,47,7.31179,712383.765,RURAL
COULTER,2016,266,17.05084,4566894.97,RURAL
COUNCIL BLUFFS,2016,62458,17.75,2256942145,NANO- and MICROPOLITAN
CRAIG,2016,92,6.41319,6548551.357,RURAL
CRAWFORDSVILLE,2016,266,7.4925,4919547.74,RURAL
CRESCENT,2016,617,7.5093,20664428.08,RURAL
CRESCO,2016,3774,18.76005,93903003.71,URBAN CLUSTER
CRESTON,2016,7768,13.94612,187953661.9,NANO- and MICROPOLITAN
CROMWELL,2016,105,7.69371,1985834.494,RURAL
CRYSTAL LAKE,2016,238,13.85051,3144599.295,RURAL
CUMBERLAND,2016,247,22.25776,3419746.784,RURAL
CUMMING,2016,408,11.08418,23629103.67,RURAL
CURLEW,2016,56,8.1,833389.9609,RURAL
CUSHING,2016,220,14.35309,3511166.342,RURAL
CYLINDER,2016,85,10.06834,1918712.024,RURAL
DAKOTA CITY,2016,811,10.58969,15773063.23,RURAL PLUS
DALLAS CENTER,2016,1717,12.9807,64373330.8,RURAL PLUS
DANA,2016,69,11.15277,1082517.965,RURAL
DANBURY,2016,344,7.05953,8801754.941,RURAL
DANVILLE,2016,928,12.36121,19796857.01,RURAL PLUS
DAVENPORT,2016,102456,16.78,3578159696,NANO- and MICROPOLITAN
DAVIS CITY,2016,188,11.78976,2241236.881,RURAL
DAWSON,2016,127,10.006,2584561.35,RURAL
DAYTON,2016,800,19.99367,11889285.73,RURAL PLUS
DE SOTO,2016,1034,12.49036,25784672.8,RURAL PLUS
DE WITT,2016,5209,14.07209,204948996,NANO- and MICROPOLITAN
DECATUR CITY,2016,187,11.01593,2246663.236,RURAL
DECORAH,2016,7757,13.80208,270475208,NANO- and MICROPOLITAN
DEDHAM,2016,258,6.9,6094679.979,RURAL
DEEP RIVER,2016,267,15.23803,3446939.741,RURAL
DEFIANCE,2016,268,8.72838,5606334.335,RURAL
DELAWARE,2016,154,8.1,3598463.026,RURAL
DELHI,2016,474,11.04322,15205579.98,RURAL
DELMAR,2016,500,9.19224,9836182.617,RURAL
DELOIT,2016,260,11.02506,3417719.336,RURAL
DELPHOS,2016,24,8.1,296825.719,RURAL
DELTA,2016,317,12.58973,2847362.309,RURAL
DENISON,2016,8390,18.04142,177520468,NANO- and MICROPOLITAN
DENVER,2016,1824,6.96225,60589631.57,RURAL PLUS
DERBY,2016,111,14.56379,680371.1572,RURAL
DES MOINES,2016,216308,16.92,6399873659,NANO- and MICROPOLITAN
DEXTER,2016,594,11.87144,15766929.05,RURAL
DIAGONAL,2016,322,14.47921,3172315.684,RURAL
DICKENS,2016,176,8.1,5889315.455,RURAL
DIKE,2016,1273,13.85626,48371311.23,RURAL PLUS
DIXON,2016,251,8.1,5068834.544,RURAL
DOLLIVER,2016,61,8.1,1560881.869,RURAL
DONAHUE,2016,367,7.22036,10308929.83,RURAL
DONNELLSON,2016,864,12.43026,19123780.76,RURAL PLUS
DOON,2016,606,7.85947,15572606.73,RURAL
DOUGHERTY,2016,56,24.26206,909909.5594,RURAL
DOW CITY,2016,504,13.20478,6863658.949,RURAL
DOWS,2016,517,19.83775,8227575.842,RURAL
DRAKESVILLE,2016,187,10.07323,2237409.711,RURAL
DUBUQUE,2016,58248,11.0259,2318896683,NANO- and MICROPOLITAN
DUMONT,2016,618,15.38984,9718491.206,RURAL
DUNCOMBE,2016,397,13.5281,13214542.61,RURAL
DUNDEE,2016,166,10.26447,2557532.39,RURAL
DUNKERTON,2016,852,8.18001,27062034.82,RURAL PLUS
DUNLAP,2016,966,17.85492,25335907.43,RURAL PLUS
DURANGO,2016,19,0.92984,585564.588,RURAL
DURANT,2016,1848,15.11071,65022286.7,RURAL PLUS
DYERSVILLE,2016,4192,9.40761,215057719.1,URBAN CLUSTER
DYSART,2016,1346,12.88335,34406295,RURAL PLUS
EAGLE GROVE,2016,3439,17.91498,65895741.28,URBAN CLUSTER
EARLHAM,2016,1392,12.00084,36329694.12,RURAL PLUS
EARLING,2016,419,8.1,9948694.944,RURAL
EARLVILLE,2016,785,12.47948,18796046.23,RURAL
EARLY,2016,523,14.58543,7505221.383,RURAL
EAST PERU,2016,125,11.69241,1374807.842,RURAL
EDDYVILLE,2016,1015,16.40364,17794874.31,RURAL PLUS
EDGEWOOD,2016,868,12.92611,25438201.79,RURAL PLUS
ELBERON,2016,192,8.96481,4413757.205,RURAL
ELDON,2016,924,19.89766,9454332.384,RURAL PLUS
ELDORA,2016,2668,21.48213,50956397.71,URBAN CLUSTER
ELDRIDGE,2016,6278,6.82817,302742322.6,NANO- and MICROPOLITAN
ELGIN,2016,643,16.43391,13276638.94,RURAL
ELK HORN,2016,628,15.53,14619792.76,RURAL
ELK RUN HEIGHTS,2016,1147,7,35630815.06,RURAL PLUS
ELKADER,2016,1241,19.71282,37626570.97,RURAL PLUS
ELKHART,2016,790,8.97891,16936065.62,RURAL
ELKPORT,2016,36,8.1,574094.9755,RURAL
ELLIOTT,2016,327,16.73957,4321552.499,RURAL
ELLSTON,2016,40,10.47272,486911.3055,RURAL
ELLSWORTH,2016,506,11.87053,12883100.72,RURAL
ELMA,2016,529,14.40461,9288617.812,RURAL
ELY,2016,2149,8.36024,62923577.05,RURAL PLUS
EMERSON,2016,440,11.20866,8502263.629,RURAL
EMMETSBURG,2016,3745,13.59186,109562052.3,URBAN CLUSTER
EPWORTH,2016,1956,10.2,49423336.75,RURAL PLUS
ESSEX,2016,759,15.42138,13668127.63,RURAL
ESTHERVILLE,2016,5890,16.5,130683488.9,NANO- and MICROPOLITAN
EVANSDALE,2016,4781,6.99152,119313495.9,URBAN CLUSTER
EVERLY,2016,568,10.64935,14508036.69,RURAL
EXIRA,2016,787,15.37152,11666042.11,RURAL
EXLINE,2016,154,11.76713,1447225.81,RURAL
FAIRBANK,2016,1116,10.36337,27288016.26,RURAL PLUS
FAIRFAX,2016,2597,7.92239,101558625,URBAN CLUSTER
FAIRFIELD,2016,10205,17.07588,298248866.1,NANO- and MICROPOLITAN
FARLEY,2016,1674,8.56566,65094823.63,RURAL PLUS
FARMERSBURG,2016,274,13.21616,4159047.345,RURAL
FARMINGTON,2016,637,13.23068,7562390.153,RURAL
FARNHAMVILLE,2016,353,8.1,15459331.35,RURAL
FARRAGUT,2016,446,16.68609,7370237.181,RURAL
FAYETTE,2016,1346,14.38162,21256208.42,RURAL PLUS
FENTON,2016,246,21.58254,3302328.135,RURAL
FERGUSON,2016,125,16.69988,1024357.564,RURAL
FERTILE,2016,365,11.24586,6416049.207,RURAL
FLORIS,2016,141,8.235,1370532.867,RURAL
FLOYD,2016,322,11.14449,7393639.507,RURAL
FONDA,2016,593,23.54956,8137772.465,RURAL
FONTANELLE,2016,609,10.30473,10963480.34,RURAL
FOREST CITY,2016,4056,16.71828,117164045.7,URBAN CLUSTER
FORT ATKINSON,2016,329,12.6747,8216701.039,RURAL
FORT DODGE,2016,24438,20.94436,611161398.9,NANO- and MICROPOLITAN
FORT MADISON,2016,10643,16.076,242817507.9,NANO- and MICROPOLITAN
FOSTORIA,2016,231,8.1,8928467.052,RURAL
FRANKLIN,2016,135,8.1,2265852.617,RURAL
FRASER,2016,102,2.32125,1885870.933,RURAL
FREDERICKSBURG,2016,933,7.65878,22813630.2,RURAL PLUS
FREDERIKA,2016,200,8.1,4706460.899,RURAL
FREDONIA,2016,237,7.53143,2171943.359,RURAL
FREMONT,2016,727,11.80265,12105700.11,RURAL
FRUITLAND,2016,988,4.92666,25054399.73,RURAL PLUS
GALT,2016,31,9.11051,1181584.215,RURAL
GALVA,2016,426,12.82279,7204969.566,RURAL
GARBER,2016,87,8.1,1339963.945,RURAL
GARDEN GROVE,2016,202,19.54351,1713321.159,RURAL
GARNAVILLO,2016,728,15.38316,16700526.45,RURAL
GARNER,2016,3073,13.23767,95245803.19,URBAN CLUSTER
GARRISON,2016,365,8.59173,3576873.167,RURAL
GARWIN,2016,508,11.4799,7508918.544,RURAL
GENEVA,2016,157,10.69604,2277522.765,RURAL
GEORGE,2016,1065,19.20162,21510900.44,RURAL PLUS
GIBSON,2016,60,2.2941,1460331.146,RURAL
GILBERT,2016,1127,11.60506,32610958.21,RURAL PLUS
GILBERTVILLE,2016,747,10.97368,24452124.42,RURAL
GILLETT GROVE,2016,49,13.0866,510117.3447,RURAL
GILMAN,2016,500,8.71898,8364372.512,RURAL
GILMORE CITY,2016,482,18.60028,7993595.918,RURAL
GLADBROOK,2016,878,13.00661,19824382.21,RURAL PLUS
GLENWOOD,2016,5311,13.58038,133666775.3,NANO- and MICROPOLITAN
GLIDDEN,2016,1119,14.07863,27741714.3,RURAL PLUS
GOLDFIELD,2016,611,11.11988,16069038.37,RURAL
GOODELL,2016,132,11.01694,1641170.855,RURAL
GOOSE LAKE,2016,227,8.1,4949063.001,RURAL
GOWRIE,2016,983,17.35099,21142692.57,RURAL PLUS
GRAETTINGER,2016,806,11.72398,15509197.56,RURAL PLUS
GRAF,2016,83,3.00012,1898515.718,RURAL
GRAFTON,2016,248,10.48496,4869632.238,RURAL
GRAND JUNCTION,2016,789,12.69843,9685412.191,RURAL
GRAND MOUND,2016,614,10.51656,15794666.68,RURAL
GRAND RIVER,2016,219,13.0924,1498810.175,RURAL
GRANDVIEW,2016,539,8.1,7725022.766,RURAL
GRANGER,2016,1396,14.61639,50780200.91,RURAL PLUS
GRANT,2016,85,19.76518,1047708.057,RURAL
GRANVILLE,2016,309,8.93603,8346231.694,RURAL
GRAVITY,2016,184,12.74851,941297.618,RURAL
GRAY,2016,59,11.8518,962335.1543,RURAL
GREELEY,2016,247,14.8935,3678016.999,RURAL
GREENE,2016,1092,14.83375,25349784.32,RURAL PLUS
GREENFIELD,2016,1804,11.47613,52880440.07,RURAL PLUS
GREENVILLE,2016,70,8.1,2184372.313,RURAL
GRIMES,2016,11906,12.91377,529990284.5,NANO- and MICROPOLITAN
GRINNELL,2016,8963,14.42076,277984864.2,NANO- and MICROPOLITAN
GRISWOLD,2016,966,12.78145,19561442.75,RURAL PLUS
GRUNDY CENTER,2016,2677,15.59681,74276511.82,URBAN CLUSTER
GRUVER,2016,87,8.1,4728621.774,RURAL
GUERNSEY,2016,62,9.8873,1882050.561,RURAL
GUTHRIE CENTER,2016,1504,16.9987,31425488.2,RURAL PLUS
GUTTENBERG,2016,1837,15.1122,65921030,RURAL PLUS
HALBUR,2016,246,9.29323,5354335.954,RURAL
HAMBURG,2016,1094,16.31072,29354664.88,RURAL PLUS
HAMILTON,2016,133,7.94322,1596973.165,RURAL
HAMPTON,2016,4245,13.20043,94080260.12,URBAN CLUSTER
HANCOCK,2016,196,10.60226,7806939.829,RURAL
HANLONTOWN,2016,224,11.44988,5826455.215,RURAL
HANSELL,2016,90,14.5047,1399349.652,RURAL
HARCOURT,2016,288,10.51526,4552941.606,RURAL
HARDY,2016,45,8.1,3324127.026,RURAL
HARLAN,2016,4870,17.34595,144937985.8,URBAN CLUSTER
HARPER,2016,109,5.00206,2617399.893,RURAL
HARPERS FERRY,2016,322,7.97836,24212480.21,RURAL
HARRIS,2016,162,12.51642,4302368.217,RURAL
HARTFORD,2016,775,11.10415,14145048.69,RURAL
HARTLEY,2016,1609,14.85993,30362390.74,RURAL PLUS
HARTWICK,2016,80,10.36747,1432373.435,RURAL
HARVEY,2016,242,8.1,2675031.764,RURAL
HASTINGS,2016,150,15.36996,2737745.851,RURAL
HAVELOCK,2016,130,11.41964,4039604.647,RURAL
HAVERHILL,2016,172,8.1,3639964.533,RURAL
HAWARDEN,2016,2513,14.5128,48157762.98,URBAN CLUSTER
HAWKEYE,2016,418,11.10276,7785011.779,RURAL
HAYESVILLE,2016,49,10.30253,833931.2369,RURAL
HAZLETON,2016,829,9.15191,11065179.89,RURAL PLUS
HEDRICK,2016,744,13.8729,10020812.96,RURAL
HENDERSON,2016,183,11.71412,2591038.818,RURAL
HEPBURN,2016,17,10.83705,216884.2706,RURAL
HIAWATHA,2016,7282,15.40867,338179965.9,NANO- and MICROPOLITAN
HILLS,2016,808,8.1,38935199.54,RURAL PLUS
HILLSBORO,2016,178,9.38582,3170605.184,RURAL
HINTON,2016,953,11.20396,36443925.44,RURAL PLUS
HOLLAND,2016,281,10.54908,4754025.207,RURAL
HOLSTEIN,2016,1382,15.69193,40247651.87,RURAL PLUS
HOLY CROSS,2016,374,7.74635,8833980.83,RURAL
HOPKINTON,2016,611,14.11897,11482115.34,RURAL
HORNICK,2016,219,8.09983,6908874.612,RURAL
HOSPERS,2016,715,13.31161,19256861.57,RURAL
HOUGHTON,2016,139,7.19996,6226051.143,RURAL
HUBBARD,2016,827,11.46975,17350025.33,RURAL PLUS
HUDSON,2016,2354,11.48781,94624398.82,RURAL PLUS
HULL,2016,2277,12.89771,81414512.72,RURAL PLUS
HUMBOLDT,2016,4568,17.33046,146140644.1,URBAN CLUSTER
HUMESTON,2016,484,13.67115,8308215.766,RURAL
HUXLEY,2016,3619,11.85,121664116.4,URBAN CLUSTER
IDA GROVE,2016,2098,13.56955,66049296.26,RURAL PLUS
IMOGENE,2016,69,11.86776,876937.6101,RURAL
INDEPENDENCE,2016,5993,15.39769,175997207,NANO- and MICROPOLITAN
INDIANOLA,2016,15620,12.7,461300932.1,NANO- and MICROPOLITAN
INWOOD,2016,829,9.70853,24076360.78,RURAL PLUS
IONIA,2016,281,8.79142,5297824.872,RURAL
IOWA CITY,2016,74587,16.65096,2907243519,NANO- and MICROPOLITAN
IOWA FALLS,2016,5157,20.05266,151165616.6,NANO- and MICROPOLITAN
IRETON,2016,604,12.18981,16783308.53,RURAL
IRWIN,2016,321,12.85388,6352040.137,RURAL
JACKSON JUNCTION,2016,55,4.09096,6394974.283,RURAL
JAMAICA,2016,217,11.587,2536849.19,RURAL
JANESVILLE,2016,972,10.75813,33556882.59,RURAL PLUS
JEFFERSON,2016,4162,15.26228,110218620.9,URBAN CLUSTER
JESUP,2016,2672,14.87111,76511074.95,URBAN CLUSTER
JEWELL JUNCTION,2016,1170,10.22663,30265176.89,RURAL PLUS
JOHNSTON,2016,21100,11.50054,1184353314,NANO- and MICROPOLITAN
JOICE,2016,213,8.1,7509430.08,RURAL
JOLLEY,2016,37,12.39067,637074.1774,RURAL
KALONA,2016,2506,9.64996,87250349.77,URBAN CLUSTER
KAMRAR,2016,194,12.48064,3961795.163,RURAL
KANAWHA,2016,616,17.73737,13970953.27,RURAL
KELLERTON,2016,303,14.02292,2717482.416,RURAL
KELLEY,2016,304,9.15175,6938724.665,RURAL
KELLOGG,2016,591,8.1,10936101.29,RURAL
KENSETT,2016,260,14.27348,5004466.888,RURAL
KEOKUK,2016,10338,15.70119,295268323.6,NANO- and MICROPOLITAN
KEOMAH VILLAGE,2016,94,3.63681,3371190.845,RURAL
KEOSAUQUA,2016,932,8.1,23992339.79,RURAL PLUS
KEOTA,2016,958,14.00146,18119173.39,RURAL PLUS
KESWICK,2016,238,8.1,3754513.655,RURAL
KEYSTONE,2016,612,8.1,16058389.6,RURAL
KIMBALLTON,2016,288,15.22045,3504330.29,RURAL
KINGSLEY,2016,1423,10.18327,40312549.76,RURAL PLUS
KINROSS,2016,71,8.1,806355.0527,RURAL
KIRKMAN,2016,61,11.69625,965587.0588,RURAL
KIRKVILLE,2016,174,11.50834,1895302.9,RURAL
KIRON,2016,270,11.94276,3129548.084,RURAL
KLEMME,2016,480,9.53184,6769944.278,RURAL
KNIERIM,2016,60,8.92823,4635703.298,RURAL
KNOXVILLE,2016,7202,16.81074,177286691.2,NANO- and MICROPOLITAN
LA MOTTE,2016,258,10.33319,6520998.966,RURAL
LA PORTE CITY,2016,2282,14.83756,58182168.59,RURAL PLUS
LACONA,2016,350,11.53502,5735649.16,RURAL
LADORA,2016,275,9.17709,3566488.656,RURAL
LAKE CITY,2016,1673,21.26292,32938786.21,RURAL PLUS
LAKE MILLS,2016,2034,13.55437,59041406.39,RURAL PLUS
LAKE PARK,2016,1126,14.29044,50409255.22,RURAL PLUS
LAKE VIEW,2016,1091,8.45001,62017591.53,RURAL PLUS
LAKESIDE,2016,708,7.86821,22454345.31,RURAL
LAKOTA,2016,284,14.8179,3901091.529,RURAL
LAMBS GROVE,2016,168,12.05614,4933666.801,RURAL
LAMONI,2016,2300,17.24735,35519303.71,RURAL PLUS
LAMONT,2016,458,13.90055,6357209.875,RURAL
LANESBORO,2016,113,13.53195,2595018.088,RURAL
LANSING,2016,939,17.1842,33844991.81,RURAL PLUS
LARCHWOOD,2016,865,6.94942,27354990.03,RURAL PLUS
LARRABEE,2016,133,8.95349,5638295.109,RURAL
LATIMER,2016,476,13.46922,11967952.59,RURAL
LAUREL,2016,238,8.1,3455156.6,RURAL
LAURENS,2016,1160,21.71175,25345777.85,RURAL PLUS
LAWLER,2016,428,8.235,8060888.333,RURAL
LAWTON,2016,969,8.1,27529580.85,RURAL PLUS
LE CLAIRE,2016,3968,14.29804,206609222.8,URBAN CLUSTER
LE MARS,2016,9936,13.5,436612611.7,NANO- and MICROPOLITAN
LE ROY,2016,14,8.1,243554.6459,RURAL
LEDYARD,2016,124,14.66772,3553842.172,RURAL
LE GRAND,2016,932,9.00903,16146582.74,RURAL PLUS
LEHIGH,2016,403,15.70895,5610947.502,RURAL
LEIGHTON,2016,159,8.71784,3020545.129,RURAL
LELAND,2016,279,10.23641,5143443.107,RURAL
LENOX,2016,1394,14.3031,31255493.55,RURAL PLUS
LEON,2016,1870,16.17714,28101622.89,RURAL PLUS
LESTER,2016,303,5.98535,11863409.85,RURAL
LETTS,2016,380,10.45038,6099019.534,RURAL
LEWIS,2016,411,16.15523,5453824.518,RURAL
LIBERTYVILLE,2016,340,8.1,6369839.364,RURAL
LIDDERDALE,2016,175,8.1,8425829.853,RURAL
LIME SPRINGS,2016,483,14.21475,10252520.71,RURAL
LINCOLN,2016,151,7.85323,3859513.547,RURAL
LINEVILLE,2016,219,8.1,3842128.136,RURAL
LINN GROVE,2016,153,8.64955,3330088.71,RURAL
LISBON,2016,2206,13.33056,67529296.04,RURAL PLUS
LISCOMB,2016,299,11.14577,4500447.183,RURAL
LITTLE ROCK,2016,444,13.39382,7528103.676,RURAL
LITTLE SIOUX,2016,158,16.07382,1999004.41,RURAL
LIVERMORE,2016,366,11.52812,6758698.144,RURAL
LOCKRIDGE,2016,289,8.1,4618922.893,RURAL
LOGAN,2016,1437,14.45989,34082459.02,RURAL PLUS
LOHRVILLE,2016,354,18.28998,6621338.956,RURAL
LONE ROCK,2016,141,8.1,2695282.453,RURAL
LONE TREE,2016,1390,9.22462,36008402.22,RURAL PLUS
LONG GROVE,2016,847,10.45768,29306454.78,RURAL PLUS
LORIMOR,2016,349,13.00083,3897386.72,RURAL
LOST NATION,2016,423,8.1,7065633.063,RURAL
LOVILIA,2016,520,11.12092,6728769.916,RURAL
LOW MOOR,2016,257,7.67489,6044510.409,RURAL
LOWDEN,2016,766,12.9997,18587673.67,RURAL
LUANA,2016,277,8.20331,7192097.054,RURAL
LUCAS,2016,207,14.1707,2484034.42,RURAL
LUTHER,2016,119,8.04485,2678448.515,RURAL
LU VERNE,2016,252,12.64164,8233186.589,RURAL
LUXEMBURG,2016,251,8.55492,7621126.669,RURAL
LUZERNE,2016,94,8.1,1705124.694,RURAL
LYNNVILLE,2016,384,9.35249,9229134.386,RURAL
LYTTON,2016,295,10.13194,4624297.415,RURAL
MACEDONIA,2016,242,13.73418,4762762.947,RURAL
MACKSBURG,2016,114,8.85332,2910615.122,RURAL
MADRID,2016,2577,17.90641,52349741.49,URBAN CLUSTER
MAGNOLIA,2016,174,12.57834,2822660.75,RURAL
MAHARISHI VEDIC CITY,2016,1302,3.54093,13159781.11,RURAL PLUS
MALCOM,2016,271,16.39414,9438209.668,RURAL
MALLARD,2016,263,11.103,7643789.733,RURAL
MALOY,2016,28,8.1,380089.5993,RURAL
MALVERN,2016,1101,16.58368,24240298.57,RURAL PLUS
MANCHESTER,2016,5042,15.57523,151484033.9,NANO- and MICROPOLITAN
MANILLA,2016,769,10.6644,12298001.78,RURAL
MANLY,2016,1296,14.91812,23891804.36,RURAL PLUS
MANNING,2016,1457,15.74771,34341892.51,RURAL PLUS
MANSON,2016,1607,19.02232,36863602.11,RURAL PLUS
MAPLETON,2016,1185,12.77164,25840391.08,RURAL PLUS
MAQUOKETA,2016,6028,12.12132,178420473.2,NANO- and MICROPOLITAN
MARATHON,2016,236,18.08314,6583361.266,RURAL
MARBLE ROCK,2016,293,15.46621,8799595.785,RURAL
MARCUS,2016,1052,15.51519,30930780.65,RURAL PLUS
MARENGO,2016,2470,13.96338,55986455.82,RURAL PLUS
MARION,2016,38837,13.58625,1274729381,NANO- and MICROPOLITAN
MARNE,2016,115,10.027,2448763.96,RURAL
MARQUETTE,2016,437,6.23988,20768444.84,RURAL
MARSHALLTOWN,2016,27177,14.76257,681671824.7,NANO- and MICROPOLITAN
MARTELLE,2016,250,9.71063,7009466.121,RURAL
MARTENSDALE,2016,467,12.89209,9078403.047,RURAL
MARTINSBURG,2016,107,8.1,1371985.05,RURAL
MARYSVILLE,2016,67,11.05208,518136.2166,RURAL
MASON CITY,2016,27401,13.51799,916499324.2,NANO- and MICROPOLITAN
MASONVILLE,2016,123,10.53719,2626846.306,RURAL
MASSENA,2016,341,15.91693,5889750.515,RURAL
MATLOCK,2016,89,11.80979,1725642.197,RURAL
MAURICE,2016,274,12.30143,6776830.464,RURAL
MAXWELL,2016,929,9.72706,19030332.9,RURAL PLUS
MAYNARD,2016,500,15.37412,9408165.027,RURAL
MAYSVILLE,2016,187,5.99988,4086102.547,RURAL
MCCALLSBURG,2016,328,10.10012,6375153.556,RURAL
MCCAUSLAND,2016,312,8.1,8728483.848,RURAL
MCCLELLAND,2016,156,8.00868,3835748.387,RURAL
MCGREGOR,2016,849,13.98888,27755581.84,RURAL PLUS
MCINTIRE,2016,125,10.45945,1317481.873,RURAL
MECHANICSVILLE,2016,1119,12.66216,25949811.25,RURAL PLUS
MEDIAPOLIS,2016,1539,11.67374,40003878.85,RURAL PLUS
MELBOURNE,2016,815,10.39662,13326206.06,RURAL PLUS
MELCHER-DALLAS,2016,1255,14.10523,18153750.48,RURAL PLUS
MELROSE,2016,107,14.69321,2021822.124,RURAL
MELVIN,2016,202,11.13922,3676396.57,RURAL
MENLO,2016,346,17.17038,5880153.701,RURAL
MERIDEN,2016,148,12.93802,2452072.796,RURAL
MERRILL,2016,743,8.89482,18886059.49,RURAL
MESERVEY,2016,244,9.69966,3348447.907,RURAL
MIDDLETOWN,2016,336,11.34708,8403777.743,RURAL
MILES,2016,442,7.4925,9721042.085,RURAL
MILFORD,2016,3036,12.31172,131106001.2,URBAN CLUSTER
MILLERSBURG,2016,142,8.1,1794892.383,RURAL
MILLERTON,2016,46,5.93186,774431.6663,RURAL
MILO,2016,770,9.44682,14268051.75,RURAL
MILTON,2016,409,11.81823,4982218.491,RURAL
MINBURN,2016,358,11.45127,8061130.505,RURAL
MINDEN,2016,603,8.98001,13969992.23,RURAL
MINGO,2016,304,12.57505,6038829.136,RURAL
MISSOURI VALLEY,2016,2639,18.11912,72498828.96,URBAN CLUSTER
MITCHELL,2016,132,9.08801,2590677.684,RURAL
MITCHELLVILLE,2016,2314,13.9951,42452992.05,RURAL PLUS
MODALE,2016,261,13.92743,7014339.304,RURAL
MONDAMIN,2016,374,15.70273,8222566.703,RURAL
MONMOUTH,2016,151,14.42666,1852159.721,RURAL
MONONA,2016,1495,14.69083,34627229.07,RURAL PLUS
MONROE,2016,1847,12.68908,42531482.16,RURAL PLUS
MONTEZUMA,2016,1402,14.85134,39692952.76,RURAL PLUS
MONTICELLO,2016,3817,13.86898,118272843.1,URBAN CLUSTER
MONTOUR,2016,246,16.53619,3638710.336,RURAL
MONTROSE,2016,801,9.70154,14688943.53,RURAL PLUS
MOORHEAD,2016,209,15.47297,3259362.548,RURAL
MOORLAND,2016,161,14.20401,5034089.215,RURAL
MORAVIA,2016,645,9.88573,9368752.148,RURAL
MORLEY,2016,112,8.1,1068390.407,RURAL
MORNING SUN,2016,820,11.50835,13102061.72,RURAL PLUS
MORRISON,2016,92,9.2201,1910081.349,RURAL
MOULTON,2016,585,11.79364,6593357.452,RURAL
MOUNT AUBURN,2016,147,8.1,1983108.57,RURAL
MOUNT AYR,2016,1649,15.9517,35340264.57,RURAL PLUS
MOUNT PLEASANT,2016,8468,12.18014,249319694.8,NANO- and MICROPOLITAN
MOUNT VERNON,2016,4426,12.99985,127370454.3,URBAN CLUSTER
MOVILLE,2016,1626,9.74148,40654207.92,RURAL PLUS
MURRAY,2016,732,14.36901,9605401.914,RURAL
MUSCATINE,2016,23849,15.67209,750156163.5,NANO- and MICROPOLITAN
MYSTIC,2016,413,15.90739,3761534.098,RURAL
NASHUA,2016,1614,16.44951,35573064.23,RURAL PLUS
NEMAHA,2016,81,8.08874,3298917.331,RURAL
NEOLA,2016,861,11.53975,25226823.75,RURAL PLUS
NEVADA,2016,6809,14.618,236752180.1,NANO- and MICROPOLITAN
NEW ALBIN,2016,508,17.02867,10097654.6,RURAL
NEW HAMPTON,2016,3442,12.45883,114358261.3,URBAN CLUSTER
NEW HARTFORD,2016,502,18.15331,9691689.123,RURAL
NEW LIBERTY,2016,143,3.65483,3774599.497,RURAL
NEW LONDON,2016,1860,11.93573,33515463.51,RURAL PLUS
NEW MARKET,2016,407,12.32553,5778860.317,RURAL
NEW PROVIDENCE,2016,227,12.07512,2908455.117,RURAL
NEW SHARON,2016,1285,8.87832,22996199.1,RURAL PLUS
NEW VIENNA,2016,419,10.1151,12221829.72,RURAL
NEW VIRGINIA,2016,493,7.02234,9708961.519,RURAL
NEWELL,2016,867,14.39365,21295945.89,RURAL PLUS
NEWHALL,2016,867,9.36157,22921129.99,RURAL PLUS
NEWTON,2016,15128,16.2,422784616.4,NANO- and MICROPOLITAN
NICHOLS,2016,367,8.1,7184856.532,RURAL
NODAWAY,2016,105,11.34596,1618563.873,RURAL
NORA SPRINGS,2016,1371,12.48296,30917881.79,RURAL PLUS
NORTH BUENA VISTA,2016,120,2.98046,3513849.779,RURAL
NORTH ENGLISH,2016,1018,7.49249,19258180.35,RURAL PLUS
NORTH LIBERTY,2016,18510,11.03264,776945555,NANO- and MICROPOLITAN
NORTH WASHINGTON,2016,115,8.1,1925554.874,RURAL
