"","Tax.Type","Levy.Authority.Code","CITY.NAME","Year","Population","FIPS_PL","county","latitude","longitude","Type","Amount","GDPD.BY.2006","Adjusted.Amount","CITY.SIZE","Levy.Rate","MSA","hub50","miles50","min50","hub25","miles25","min25","hub10","miles10","min10","microMSA","Prop.Tax.Revenue","Per.Capita.Revenue","Group.Per.Capita.Revenue","Per.Capita.Valuation","Group.Tax.Valuation","Group.Per.Capita.Valuation","Group.Levy.Rate","Fiscal.Capacity","Fiscal.Effort","hub_min","QOLjobs_i14","QOLmed_i14","QOLk12_i14","QOLhousing_i14","QOLgovt_i14","QOLchildsrv_i14","QOLseniorsrv_i14","QoL.Average","radius_mi","div_metric","div_metric_nice","value"
"697","TOTALS","65G621","PACIFIC JUNCTION",2014,462,1960825,"Mills County",41.01,-95.79,"Valuation With G&E Utilities",10608613,115.5210542,9183272.327,"RURAL",14.20473,"Omaha-Council Bluffs","Council Bluffs",19.21,23,"Urbandale",141.2,129,"Carroll",116.24,115,"Omaha-Council Bluffs",130445.9039,282.3504414,0.414698025,19877.21283,498305554.8,21465.73425,12.40378367,92.59973406,114.5193303,23,16.6667,33.3333,66.6667,42.029,51.3889,22.2222,33.3333,37.9485857142857,5,"simp_d1","Simpson's Diveristy Index, Chance",0.507114167107232
"698","TOTALS","65G621","PACIFIC JUNCTION",2014,462,1960825,"Mills County",41.01,-95.79,"Valuation With G&E Utilities",10608613,115.5210542,9183272.327,"RURAL",14.20473,"Omaha-Council Bluffs","Council Bluffs",19.21,23,"Urbandale",141.2,129,"Carroll",116.24,115,"Omaha-Council Bluffs",130445.9039,282.3504414,0.414698025,19877.21283,498305554.8,21465.73425,12.40378367,92.59973406,114.5193303,23,16.6667,33.3333,66.6667,42.029,51.3889,22.2222,33.3333,37.9485857142857,5,"simp_e","Simpson's Evenness Index",0.289838200499106
"699","TOTALS","69G649","VILLISCA",2014,1213,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",20304282,115.5210542,17576261.01,"RURAL PLUS",14.85065,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",261018.9005,215.1845841,0.209317203,14489.91015,1397369049,22372.9394,13.47415518,64.76533945,110.2158154,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,5,"ag_prop","Proportion of land dedicated to ag",0.666404141494665
"700","TOTALS","69G649","VILLISCA",2014,1213,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",20304282,115.5210542,17576261.01,"RURAL PLUS",14.85065,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",261018.9005,215.1845841,0.209317203,14489.91015,1397369049,22372.9394,13.47415518,64.76533945,110.2158154,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,5,"ncrops","Number of unique crops grown",11
"701","TOTALS","69G649","VILLISCA",2014,1213,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",20304282,115.5210542,17576261.01,"RURAL PLUS",14.85065,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",261018.9005,215.1845841,0.209317203,14489.91015,1397369049,22372.9394,13.47415518,64.76533945,110.2158154,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,5,"shan_div_h","Shannon's Diversity Index",1.17637951129302
"702","TOTALS","69G649","VILLISCA",2014,1213,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",20304282,115.5210542,17576261.01,"RURAL PLUS",14.85065,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",261018.9005,215.1845841,0.209317203,14489.91015,1397369049,22372.9394,13.47415518,64.76533945,110.2158154,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,5,"shan_e","Shannon's Evenness Index",0.490588360817015
"703","TOTALS","69G649","VILLISCA",2014,1213,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",20304282,115.5210542,17576261.01,"RURAL PLUS",14.85065,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",261018.9005,215.1845841,0.209317203,14489.91015,1397369049,22372.9394,13.47415518,64.76533945,110.2158154,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,5,"simp_d1","Simpson's Diveristy Index, Chance",0.650533431493514
"704","TOTALS","69G649","VILLISCA",2014,1213,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",20304282,115.5210542,17576261.01,"RURAL PLUS",14.85065,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",261018.9005,215.1845841,0.209317203,14489.91015,1397369049,22372.9394,13.47415518,64.76533945,110.2158154,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,5,"simp_e","Simpson's Evenness Index",0.260136731526592
"705","TOTALS","05G027","AUDUBON",2013,2068,1903655,"Audubon County",41.71,-94.92,"Valuation With G&E Utilities",43165290,113.5035049,38029918.14,"RURAL PLUS",19.28953,"Omaha-Council Bluffs","Council Bluffs",72.82,72,"Urbandale",81.57,82,"Carroll",27.48,32,"Carroll, microMSA",733579.2468,354.7288427,0.210306144,18389.70896,1391759358,22247.85968,13.65105843,82.65832863,141.3042813,32,36.1111,63.7255,83.5749,51.0753,65.625,45.7364,48.6667,56.3592714285714,NA,NA,NA,NA
"706","TOTALS","87G838","BEDFORD",2013,1422,1905365,"Taylor County",40.67,-94.72,"Valuation With G&E Utilities",22133812,113.5035049,19500553.76,"RURAL PLUS",19.47912,"Omaha-Council Bluffs","Council Bluffs",96.46,102,"Urbandale",116.02,117,"Norwalk",104.74,106,"Omaha-Council Bluffs",379853.6269,267.1263199,0.210306144,13713.4696,1391759358,22247.85968,13.65105843,61.63950059,142.6931113,102,23.5294,59.322,82.4242,41.3043,65.1852,57.9365,54.7009,54.9146428571429,NA,NA,NA,NA
"707","TOTALS","73G674","CLARINDA",2013,5373,1913575,"Page County",40.73,-95.03,"Valuation With G&E Utilities",125876250,113.5035049,110900760.4,"NANO- and MICROPOLITAN",17.73,"Omaha-Council Bluffs","Council Bluffs",76.43,81,"Urbandale",121.29,125,"Carroll",100.74,111,"Omaha-Council Bluffs",1966270.481,365.9539329,0.047528068,20640.37975,2134047492,33551.04066,13.17319035,61.51934289,134.5915418,81,44.2177,61.1111,76,46.6667,64.3275,61.2613,56.1905,58.5392571428571,NA,NA,NA,NA
"708","TOTALS","02G007","CORNING",2013,1570,1916500,"Adams County",40.99,-94.73,"Valuation With G&E Utilities",30965317,113.5035049,27281375.17,"RURAL PLUS",18.01573,"Omaha-Council Bluffs","Council Bluffs",75.12,80,"Urbandale",93.47,96,"Waukee",84.5,87,"Omaha-Council Bluffs",491493.889,313.0534325,0.210306144,17376.67208,1391759358,22247.85968,13.65105843,78.10491585,131.9731367,80,34.6667,75.5556,66.0606,38.5621,64.1975,60.5263,47.7273,55.3280142857143,NA,NA,NA,NA
"709","TOTALS","24G220","DENISON",2013,8409,1919945,"Crawford County",42.01,-95.34,"Valuation With G&E Utilities",202313720,113.5035049,178244469.3,"NANO- and MICROPOLITAN",17.22484,"Omaha-Council Bluffs","Council Bluffs",68.59,77,"Fort Dodge",93.45,97,"Carroll",28.02,36,"Carroll, microMSA",3070232.465,365.1126727,0.047528068,21196.86875,2134047492,33551.04066,13.17319035,63.177977,130.7567836,36,54.5455,64.4444,77.7778,49.2424,63.0952,59.5238,48.5714,59.6000714285714,NA,NA,NA,NA
"710","TOTALS","83G789","ELK HORN",2013,648,1924780,"Shelby County",41.59,-95.06,"Valuation With G&E Utilities",16081820,113.5035049,14168566.88,"RURAL",13.29462,"Omaha-Council Bluffs","Council Bluffs",57.19,56,"Urbandale",81.87,78,"Carroll",43.63,50,"Carroll, microMSA",188365.7126,290.687828,0.416096456,21865.07234,495544290.4,21285.35245,12.56718268,102.7235626,105.7883882,50,42.4731,72.807,83.0986,58.3333,69.8925,64.5833,55.7971,63.8549857142857,NA,NA,NA,NA
"711","TOTALS","36G339","HAMBURG",2013,1119,1933780,"Fremont County",40.6,-95.65,"Valuation With G&E Utilities",35859026,113.5035049,31592879.91,"RURAL PLUS",18.67057,"Omaha-Council Bluffs","Council Bluffs",51.67,50,"Urbandale",173.67,157,"Carroll",148.71,142,"Omaha-Council Bluffs",589857.0759,527.1287541,0.210306144,28233.13665,1391759358,22247.85968,13.65105843,126.9027091,136.7701274,50,31.9444,65.4971,50.9804,45.098,63.2653,56.6667,45.977,51.3469857142857,NA,NA,NA,NA
"712","TOTALS","43G404","MISSOURI VALLEY",2013,2697,1952860,"Harrison County",41.55,-95.89,"Valuation With G&E Utilities",79137483,113.5035049,69722501.58,"URBAN CLUSTER",16.866,"Omaha-Council Bluffs","Council Bluffs",22.68,26,"Urbandale",121.06,115,"Carroll",71.16,83,"Omaha-Council Bluffs",1175939.712,436.0176906,0.112157087,25851.87304,1169235721,26340.07031,15.87385015,98.14656048,106.2502155,26,27.7778,64.1026,58.6207,47.3684,62.2807,46.6667,52.7778,51.3706714285714,NA,NA,NA,NA
"713","TOTALS","78G738","NEOLA",2013,851,1955560,"Pottawattamie County",41.45,-95.61,"Valuation With G&E Utilities",27391568,113.5035049,24132794.86,"RURAL PLUS",8.90601,"Omaha-Council Bluffs","Council Bluffs",19.79,23,"Urbandale",106.65,98,"Carroll",74.87,85,"Omaha-Council Bluffs",214926.9124,252.5580639,0.210306144,28358.16082,1391759358,22247.85968,13.65105843,127.4646696,65.24043573,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","TOTALS","78G739","OAKLAND",2013,1503,1958080,"Pottawattamie County",41.3,-95.39,"Valuation With G&E Utilities",53276183,113.5035049,46937918.83,"RURAL PLUS",8.1,"Omaha-Council Bluffs","Council Bluffs",25.88,33,"Urbandale",104.03,101,"Carroll",79.07,87,"Omaha-Council Bluffs",380197.1425,252.958844,0.210306144,31229.48691,1391759358,22247.85968,13.65105843,140.3707474,59.33605839,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","TOTALS","65G621","PACIFIC JUNCTION",2013,463,1960825,"Mills County",41.01,-95.79,"Valuation With G&E Utilities",10462824,113.5035049,9218062.48,"RURAL",13.64032,"Omaha-Council Bluffs","Council Bluffs",19.21,23,"Urbandale",141.2,129,"Carroll",116.24,115,"Omaha-Council Bluffs",125737.322,271.5708899,0.416096456,19909.4222,495544290.4,21285.35245,12.56718268,93.53578828,108.5392036,23,16.6667,33.3333,66.6667,42.029,51.3889,22.2222,33.3333,37.9485857142857,NA,NA,NA,NA
"716","TOTALS","69G649","VILLISCA",2013,1207,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",19186848,113.5035049,16904189.89,"RURAL PLUS",14.78301,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",249894.8082,207.0379521,0.210306144,14005.12833,1391759358,22247.85968,13.65105843,62.95045244,108.2920425,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,NA,NA,NA,NA
"717","TOTALS","05G027","AUDUBON",2012,2073,1903655,"Audubon County",41.71,-94.92,"Valuation With G&E Utilities",42012592,111.4620985,37692267.22,"RURAL PLUS",18.8815,"Omaha-Council Bluffs","Council Bluffs",72.82,72,"Urbandale",81.57,82,"Carroll",27.48,32,"Carroll, microMSA",711686.5435,343.3123703,0.205790404,18182.47333,1350390266,21552.79333,13.83505197,84.362491,136.4758155,32,36.1111,63.7255,83.5749,51.0753,65.625,45.7364,48.6667,56.3592714285714,NA,NA,NA,NA
"718","TOTALS","87G838","BEDFORD",2012,1429,1905365,"Taylor County",40.67,-94.72,"Valuation With G&E Utilities",21428311,111.4620985,19224751.1,"RURAL PLUS",17.63048,"Omaha-Council Bluffs","Council Bluffs",96.46,102,"Urbandale",116.02,117,"Norwalk",104.74,106,"Omaha-Council Bluffs",338941.5898,237.1879565,0.205790404,13453.28978,1350390266,21552.79333,13.83505197,62.4201679,127.4334208,102,23.5294,59.322,82.4242,41.3043,65.1852,57.9365,54.7009,54.9146428571429,NA,NA,NA,NA
"719","TOTALS","73G674","CLARINDA",2012,5522,1913575,"Page County",40.73,-95.03,"Valuation With G&E Utilities",122062449,111.4620985,109510273.6,"NANO- and MICROPOLITAN",17.85585,"Omaha-Council Bluffs","Council Bluffs",76.43,81,"Urbandale",121.29,125,"Carroll",100.74,111,"Omaha-Council Bluffs",1955399.019,354.1106518,0.04679061,19831.63231,2075985249,32757.16369,13.24460296,60.54135974,134.8160458,81,44.2177,61.1111,76,46.6667,64.3275,61.2613,56.1905,58.5392571428571,NA,NA,NA,NA
"720","TOTALS","02G007","CORNING",2012,1586,1916500,"Adams County",40.99,-94.73,"Valuation With G&E Utilities",30049440,111.4620985,26959334.53,"RURAL PLUS",17.60502,"Omaha-Council Bluffs","Council Bluffs",75.12,80,"Urbandale",93.47,96,"Waukee",84.5,87,"Omaha-Council Bluffs",474619.6236,299.2557526,0.205790404,16998.31938,1350390266,21552.79333,13.83505197,78.86828921,127.2493955,80,34.6667,75.5556,66.0606,38.5621,64.1975,60.5263,47.7273,55.3280142857143,NA,NA,NA,NA
"721","TOTALS","24G220","DENISON",2012,8385,1919945,"Crawford County",42.01,-95.34,"Valuation With G&E Utilities",191388296,111.4620985,171707063.3,"NANO- and MICROPOLITAN",17.22636,"Omaha-Council Bluffs","Council Bluffs",68.59,77,"Fort Dodge",93.45,97,"Carroll",28.02,36,"Carroll, microMSA",2957887.688,352.7594142,0.04679061,20477.88472,2075985249,32757.16369,13.24460296,62.51421799,130.063242,36,54.5455,64.4444,77.7778,49.2424,63.0952,59.5238,48.5714,59.6000714285714,NA,NA,NA,NA
"722","TOTALS","83G789","ELK HORN",2012,651,1924780,"Shelby County",41.59,-95.06,"Valuation With G&E Utilities",15651654,111.4620985,14042131.11,"RURAL",13.91902,"Omaha-Council Bluffs","Council Bluffs",57.19,56,"Urbandale",81.87,78,"Carroll",43.63,50,"Carroll, microMSA",195452.7037,300.2345679,0.40370292,21570.09387,483207439.5,20654.30389,12.63978824,104.4338942,110.120674,50,42.4731,72.807,83.0986,58.3333,69.8925,64.5833,55.7971,63.8549857142857,NA,NA,NA,NA
"723","TOTALS","36G339","HAMBURG",2012,1135,1933780,"Fremont County",40.6,-95.65,"Valuation With G&E Utilities",35286589,111.4620985,31657926.32,"RURAL PLUS",18.16455,"Omaha-Council Bluffs","Council Bluffs",51.67,50,"Urbandale",173.67,157,"Carroll",148.71,142,"Omaha-Council Bluffs",575051.9855,506.6537317,0.205790404,27892.44609,1350390266,21552.79333,13.83505197,129.4145295,131.2936882,50,31.9444,65.4971,50.9804,45.098,63.2653,56.6667,45.977,51.3469857142857,NA,NA,NA,NA
"724","TOTALS","43G404","MISSOURI VALLEY",2012,2727,1952860,"Harrison County",41.55,-95.89,"Valuation With G&E Utilities",77168779,111.4620985,69233201.3,"URBAN CLUSTER",16.75989,"Omaha-Council Bluffs","Council Bluffs",22.68,26,"Urbandale",121.06,115,"Carroll",71.16,83,"Omaha-Council Bluffs",1160340.838,425.5008574,0.110167662,25388.04595,1154058736,25931.57324,15.80282152,97.90399415,106.0563139,26,27.7778,64.1026,58.6207,47.3684,62.2807,46.6667,52.7778,51.3706714285714,NA,NA,NA,NA
"725","TOTALS","78G738","NEOLA",2012,853,1955560,"Pottawattamie County",41.45,-95.61,"Valuation With G&E Utilities",26131299,111.4620985,23444111.82,"RURAL PLUS",8.98983,"Omaha-Council Bluffs","Council Bluffs",19.79,23,"Urbandale",106.65,98,"Carroll",74.87,85,"Omaha-Council Bluffs",210758.5798,247.079226,0.205790404,27484.3046,1350390266,21552.79333,13.83505197,127.5208469,64.97865002,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","TOTALS","78G739","OAKLAND",2012,1510,1958080,"Pottawattamie County",41.3,-95.39,"Valuation With G&E Utilities",37954744,111.4620985,34051704.15,"RURAL PLUS",8.1,"Omaha-Council Bluffs","Council Bluffs",25.88,33,"Urbandale",104.03,101,"Carroll",79.07,87,"Omaha-Council Bluffs",275818.8036,182.6614593,0.205790404,22550.79745,1350390266,21552.79333,13.83505197,104.6305094,58.54694306,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","TOTALS","65G621","PACIFIC JUNCTION",2012,461,1960825,"Mills County",41.01,-95.79,"Valuation With G&E Utilities",10124911,111.4620985,9083725.446,"RURAL",13.84663,"Omaha-Council Bluffs","Council Bluffs",19.21,23,"Urbandale",141.2,129,"Carroll",116.24,115,"Omaha-Council Bluffs",125778.9853,272.8394474,0.40370292,19704.39359,483207439.5,20654.30389,12.63978824,95.40090867,109.5479587,23,16.6667,33.3333,66.6667,42.029,51.3889,22.2222,33.3333,37.9485857142857,NA,NA,NA,NA
"728","TOTALS","69G649","VILLISCA",2012,1227,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",18622398,111.4620985,16707381.49,"RURAL PLUS",14.48511,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",242008.2586,197.2357446,0.205790404,13616.44783,1350390266,21552.79333,13.83505197,63.17718367,104.6986309,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,NA,NA,NA,NA
"729","TOTALS","05G027","AUDUBON",2011,2125,1903655,"Audubon County",41.71,-94.92,"Valuation With G&E Utilities",44256035,109.1758591,40536465.99,"RURAL PLUS",20.72876,"Omaha-Council Bluffs","Council Bluffs",72.82,72,"Urbandale",81.57,82,"Carroll",27.48,32,"Carroll, microMSA",840270.6747,395.421494,0.199582965,19075.98399,1335707468,21237.10102,13.71762793,89.82386052,151.1103823,32,36.1111,63.7255,83.5749,51.0753,65.625,45.7364,48.6667,56.3592714285714,NA,NA,NA,NA
"730","TOTALS","87G838","BEDFORD",2011,1436,1905365,"Taylor County",40.67,-94.72,"Valuation With G&E Utilities",25028656,109.1758591,22925082.71,"RURAL PLUS",17.96465,"Omaha-Council Bluffs","Council Bluffs",96.46,102,"Urbandale",116.02,117,"Norwalk",104.74,106,"Omaha-Council Bluffs",411841.0871,286.7974144,0.199582965,15964.54228,1335707468,21237.10102,13.71762793,75.17288854,130.9603242,102,23.5294,59.322,82.4242,41.3043,65.1852,57.9365,54.7009,54.9146428571429,NA,NA,NA,NA
"731","TOTALS","73G674","CLARINDA",2011,5570,1913575,"Page County",40.73,-95.03,"Valuation With G&E Utilities",119614262,109.1758591,109561090.7,"NANO- and MICROPOLITAN",18.12925,"Omaha-Council Bluffs","Council Bluffs",76.43,81,"Urbandale",121.29,125,"Carroll",100.74,111,"Omaha-Council Bluffs",1986260.403,356.5997133,0.046835608,19669.8547,2064805935,32862.85329,13.16599256,59.85437273,137.6975562,81,44.2177,61.1111,76,46.6667,64.3275,61.2613,56.1905,58.5392571428571,NA,NA,NA,NA
"732","TOTALS","02G007","CORNING",2011,1618,1916500,"Adams County",40.99,-94.73,"Valuation With G&E Utilities",28793865,109.1758591,26373838.71,"RURAL PLUS",20.101,"Omaha-Council Bluffs","Council Bluffs",75.12,80,"Urbandale",93.47,96,"Waukee",84.5,87,"Omaha-Council Bluffs",530140.532,327.6517503,0.199582965,16300.27115,1335707468,21237.10102,13.71762793,76.7537487,146.5340809,80,34.6667,75.5556,66.0606,38.5621,64.1975,60.5263,47.7273,55.3280142857143,NA,NA,NA,NA
"733","TOTALS","24G220","DENISON",2011,8350,1919945,"Crawford County",42.01,-95.34,"Valuation With G&E Utilities",184013604,109.1758591,168547887.3,"NANO- and MICROPOLITAN",17.22825,"Omaha-Council Bluffs","Council Bluffs",68.59,77,"Fort Dodge",93.45,97,"Carroll",28.02,36,"Carroll, microMSA",2903785.14,347.7586993,0.046835608,20185.37573,2064805935,32862.85329,13.16599256,61.42307713,130.8541679,36,54.5455,64.4444,77.7778,49.2424,63.0952,59.5238,48.5714,59.6000714285714,NA,NA,NA,NA
"734","TOTALS","83G789","ELK HORN",2011,648,1924780,"Shelby County",41.59,-95.06,"Valuation With G&E Utilities",14403272,109.1758591,13192726.04,"RURAL",11.22677,"Omaha-Council Bluffs","Council Bluffs",57.19,56,"Urbandale",81.87,78,"Carroll",43.63,50,"Carroll, microMSA",148111.701,228.5674398,0.384739188,20359.14513,470166528.7,20073.71397,12.36021396,101.421915,90.82990019,50,42.4731,72.807,83.0986,58.3333,69.8925,64.5833,55.7971,63.8549857142857,NA,NA,NA,NA
"735","TOTALS","36G339","HAMBURG",2011,1172,1933780,"Fremont County",40.6,-95.65,"Valuation With G&E Utilities",34893496,109.1758591,31960816.5,"RURAL PLUS",18.00257,"Omaha-Council Bluffs","Council Bluffs",51.67,50,"Urbandale",173.67,157,"Carroll",148.71,142,"Omaha-Council Bluffs",575376.8364,490.9358672,0.199582965,27270.32125,1335707468,21237.10102,13.71762793,128.4088691,131.2367568,50,31.9444,65.4971,50.9804,45.098,63.2653,56.6667,45.977,51.3469857142857,NA,NA,NA,NA
"736","TOTALS","43G404","MISSOURI VALLEY",2011,2794,1952860,"Harrison County",41.55,-95.89,"Valuation With G&E Utilities",74797974,109.1758591,68511459.04,"URBAN CLUSTER",18.26117,"Omaha-Council Bluffs","Council Bluffs",22.68,26,"Urbandale",121.06,115,"Carroll",71.16,83,"Omaha-Council Bluffs",1251099.4,447.7807446,0.107451926,24520.92306,1133670073,25309.09011,15.92078658,96.88583413,114.7001745,26,27.7778,64.1026,58.6207,47.3684,62.2807,46.6667,52.7778,51.3706714285714,NA,NA,NA,NA
"737","TOTALS","78G738","NEOLA",2011,859,1955560,"Pottawattamie County",41.45,-95.61,"Valuation With G&E Utilities",25372066,109.1758591,23239630.27,"RURAL PLUS",8.72742,"Omaha-Council Bluffs","Council Bluffs",19.79,23,"Urbandale",106.65,98,"Carroll",74.87,85,"Omaha-Council Bluffs",202822.014,236.1141024,0.199582965,27054.28436,1335707468,21237.10102,13.71762793,127.3916075,63.62193265,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","TOTALS","78G739","OAKLAND",2011,1524,1958080,"Pottawattamie County",41.3,-95.39,"Valuation With G&E Utilities",38511535,109.1758591,35274771.65,"RURAL PLUS",8.1,"Omaha-Council Bluffs","Council Bluffs",25.88,33,"Urbandale",104.03,101,"Carroll",79.07,87,"Omaha-Council Bluffs",285725.6504,187.4840225,0.199582965,23146.17562,1335707468,21237.10102,13.71762793,108.9893371,59.04810981,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","TOTALS","65G621","PACIFIC JUNCTION",2011,469,1960825,"Mills County",41.01,-95.79,"Valuation With G&E Utilities",9547759,109.1758591,8745302.374,"RURAL",13.09987,"Omaha-Council Bluffs","Council Bluffs",19.21,23,"Urbandale",141.2,129,"Carroll",116.24,115,"Omaha-Council Bluffs",114562.3242,244.269348,0.384739188,18646.70016,470166528.7,20073.71397,12.36021396,92.89113207,105.9841686,23,16.6667,33.3333,66.6667,42.029,51.3889,22.2222,33.3333,37.9485857142857,NA,NA,NA,NA
"740","TOTALS","69G649","VILLISCA",2011,1237,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",19446486,109.1758591,17812075.08,"RURAL PLUS",15.32084,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",272895.9524,220.6111176,0.199582965,14399.41397,1335707468,21237.10102,13.71762793,67.80310534,111.6872398,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,NA,NA,NA,NA
"741","TOTALS","02G007","CORNING",2010,1635,1916500,"Adams County",40.99,-94.73,"Valuation With G&E Utilities",28090994,107.1741345,26210609.62,"RURAL PLUS",17.98698,"Omaha-Council Bluffs","Council Bluffs",75.12,80,"Urbandale",93.47,96,"Waukee",84.5,87,"Omaha-Council Bluffs",471449.7111,288.3484471,0.201016156,16030.9539,1311817241,20938.82269,14.04181617,76.56091337,128.0958231,80,34.6667,75.5556,66.0606,38.5621,64.1975,60.5263,47.7273,55.3280142857143,NA,NA,NA,NA
"742","TOTALS","05G027","AUDUBON",2010,2176,1903655,"Audubon County",41.71,-94.92,"Valuation With G&E Utilities",43108113,107.1741345,40222496.98,"RURAL PLUS",20.4684,"Omaha-Council Bluffs","Council Bluffs",72.82,72,"Urbandale",81.57,82,"Carroll",27.48,32,"Carroll, microMSA",823290.1572,378.3502561,0.201016156,18484.60339,1311817241,20938.82269,14.04181617,88.27909606,145.7674688,32,36.1111,63.7255,83.5749,51.0753,65.625,45.7364,48.6667,56.3592714285714,NA,NA,NA,NA
"743","TOTALS","24G220","DENISON",2010,8298,1919945,"Crawford County",42.01,-95.34,"Valuation With G&E Utilities",177467163,107.1741345,165587680.2,"NANO- and MICROPOLITAN",17.08142,"Omaha-Council Bluffs","Council Bluffs",68.59,77,"Fort Dodge",93.45,97,"Carroll",28.02,36,"Carroll, microMSA",2828472.712,340.8619802,0.045726522,19955.13138,2006457677,32082.27686,13.01962364,62.19986026,131.1974944,36,54.5455,64.4444,77.7778,49.2424,63.0952,59.5238,48.5714,59.6000714285714,NA,NA,NA,NA
"744","TOTALS","36G339","HAMBURG",2010,1187,1933780,"Fremont County",40.6,-95.65,"Valuation With G&E Utilities",34266959,107.1741345,31973161.41,"RURAL PLUS",17.02251,"Omaha-Council Bluffs","Council Bluffs",51.67,50,"Urbandale",173.67,157,"Carroll",148.71,142,"Omaha-Council Bluffs",544263.4598,458.5201852,0.201016156,26936.10902,1311817241,20938.82269,14.04181617,128.6419462,121.2272671,50,31.9444,65.4971,50.9804,45.098,63.2653,56.6667,45.977,51.3469857142857,NA,NA,NA,NA
"745","TOTALS","43G404","MISSOURI VALLEY",2010,2838,1952860,"Harrison County",41.55,-95.89,"Valuation With G&E Utilities",73255127,107.1741345,68351498.59,"URBAN CLUSTER",17.925,"Omaha-Council Bluffs","Council Bluffs",22.68,26,"Urbandale",121.06,115,"Carroll",71.16,83,"Omaha-Council Bluffs",1225200.612,431.7126893,0.105217306,24084.38992,1116124396,24822.62246,15.97804076,97.02596879,112.1852189,26,27.7778,64.1026,58.6207,47.3684,62.2807,46.6667,52.7778,51.3706714285714,NA,NA,NA,NA
"746","TOTALS","65G621","PACIFIC JUNCTION",2010,471,1960825,"Mills County",41.01,-95.79,"Valuation With G&E Utilities",9215504,107.1741345,8598626.941,"RURAL",13.4439,"Omaha-Council Bluffs","Council Bluffs",19.21,23,"Urbandale",141.2,129,"Carroll",116.24,115,"Omaha-Council Bluffs",115599.0807,245.4332924,0.377462973,18256.10816,461333506,19698.27096,12.34669365,92.67873404,108.8866411,23,16.6667,33.3333,66.6667,42.029,51.3889,22.2222,33.3333,37.9485857142857,NA,NA,NA,NA
"747","TOTALS","69G649","VILLISCA",2010,1252,1980985,"Montgomery County",40.93,-94.97,"Valuation With G&E Utilities",17667526,107.1741345,16484878.64,"RURAL PLUS",14.91197,"Omaha-Council Bluffs","Council Bluffs",65.44,71,"Urbandale",106.46,110,"Carroll",85.91,95,"Omaha-Council Bluffs",245822.0157,196.3434631,0.201016156,13166.83597,1311817241,20938.82269,14.04181617,62.8824083,106.1968752,71,18.1159,58,62.5,41.6667,51.2195,41.6667,40.1961,44.7664142857143,NA,NA,NA,NA
